date,well,find,chem,area,wqo
9/9/2002,03N23W_Ventura_NYE_01A,0.38,boron,casitas,0.5
9/9/2002,03N23W_Ventura_NYE_01A,40,chloride,casitas,100
9/9/2002,03N23W_Ventura_NYE_01A,1.40058,nitrate_as_n,casitas,10
9/9/2002,03N23W_Ventura_NYE_01A,6.2,nitrate_as_no3,casitas,45
9/9/2002,03N23W_Ventura_NYE_01A,277,sulfate,casitas,300
9/9/2002,03N23W_Ventura_NYE_01A,740,tds,casitas,800
10/7/2002,03N23W_Ventura_NYE_01A,0.4,boron,casitas,0.5
10/7/2002,03N23W_Ventura_NYE_01A,39,chloride,casitas,100
10/7/2002,03N23W_Ventura_NYE_01A,1.40058,nitrate_as_n,casitas,10
10/7/2002,03N23W_Ventura_NYE_01A,6.2,nitrate_as_no3,casitas,45
10/7/2002,03N23W_Ventura_NYE_01A,234,sulfate,casitas,300
10/7/2002,03N23W_Ventura_NYE_01A,676,tds,casitas,800
10/15/2002,03N23W_Ventura_NYE_01A,0.374,boron,casitas,0.5
11/4/2002,03N23W_Ventura_NYE_01A,0.42,boron,casitas,0.5
11/4/2002,03N23W_Ventura_NYE_01A,39,chloride,casitas,100
11/4/2002,03N23W_Ventura_NYE_01A,1.40058,nitrate_as_n,casitas,10
11/4/2002,03N23W_Ventura_NYE_01A,6.2,nitrate_as_no3,casitas,45
11/4/2002,03N23W_Ventura_NYE_01A,228,sulfate,casitas,300
11/4/2002,03N23W_Ventura_NYE_01A,656,tds,casitas,800
12/3/2002,03N23W_Ventura_NYE_01A,0.36,boron,casitas,0.5
12/3/2002,03N23W_Ventura_NYE_01A,50,chloride,casitas,100
12/3/2002,03N23W_Ventura_NYE_01A,1.69425,nitrate_as_n,casitas,10
12/3/2002,03N23W_Ventura_NYE_01A,7.5,nitrate_as_no3,casitas,45
12/3/2002,03N23W_Ventura_NYE_01A,260,sulfate,casitas,300
12/3/2002,03N23W_Ventura_NYE_01A,688,tds,casitas,800
1/6/2003,03N23W_Ventura_NYE_01A,0.39,boron,casitas,0.5
1/6/2003,03N23W_Ventura_NYE_01A,49,chloride,casitas,100
1/6/2003,03N23W_Ventura_NYE_01A,2.01051,nitrate_as_n,casitas,10
1/6/2003,03N23W_Ventura_NYE_01A,8.9,nitrate_as_no3,casitas,45
1/6/2003,03N23W_Ventura_NYE_01A,251,sulfate,casitas,300
1/6/2003,03N23W_Ventura_NYE_01A,348,tds,casitas,800
2/3/2003,03N23W_Ventura_NYE_01A,0.38,boron,casitas,0.5
2/3/2003,03N23W_Ventura_NYE_01A,51,chloride,casitas,100
2/3/2003,03N23W_Ventura_NYE_01A,2.01051,nitrate_as_n,casitas,10
2/3/2003,03N23W_Ventura_NYE_01A,8.9,nitrate_as_no3,casitas,45
2/3/2003,03N23W_Ventura_NYE_01A,257,sulfate,casitas,300
2/3/2003,03N23W_Ventura_NYE_01A,644,tds,casitas,800
3/3/2003,03N23W_Ventura_NYE_01A,0.41,boron,casitas,0.5
3/3/2003,03N23W_Ventura_NYE_01A,54,chloride,casitas,100
3/3/2003,03N23W_Ventura_NYE_01A,1.8072,nitrate_as_n,casitas,10
3/3/2003,03N23W_Ventura_NYE_01A,8,nitrate_as_no3,casitas,45
3/3/2003,03N23W_Ventura_NYE_01A,255,sulfate,casitas,300
3/3/2003,03N23W_Ventura_NYE_01A,696,tds,casitas,800
4/7/2003,03N23W_Ventura_NYE_01A,0.4,boron,casitas,0.5
4/7/2003,03N23W_Ventura_NYE_01A,47,chloride,casitas,100
4/7/2003,03N23W_Ventura_NYE_01A,2.39454,nitrate_as_n,casitas,10
4/7/2003,03N23W_Ventura_NYE_01A,10.6,nitrate_as_no3,casitas,45
4/7/2003,03N23W_Ventura_NYE_01A,260,sulfate,casitas,300
4/7/2003,03N23W_Ventura_NYE_01A,780,tds,casitas,800
5/5/2003,03N23W_Ventura_NYE_01A,0.4,boron,casitas,0.5
5/5/2003,03N23W_Ventura_NYE_01A,42,chloride,casitas,100
5/5/2003,03N23W_Ventura_NYE_01A,2.19123,nitrate_as_n,casitas,10
5/5/2003,03N23W_Ventura_NYE_01A,9.7,nitrate_as_no3,casitas,45
5/5/2003,03N23W_Ventura_NYE_01A,199,sulfate,casitas,300
5/5/2003,03N23W_Ventura_NYE_01A,680,tds,casitas,800
6/9/2003,03N23W_Ventura_NYE_01A,0.4,boron,casitas,0.5
6/9/2003,03N23W_Ventura_NYE_01A,43,chloride,casitas,100
6/9/2003,03N23W_Ventura_NYE_01A,1.69425,nitrate_as_n,casitas,10
6/9/2003,03N23W_Ventura_NYE_01A,7.5,nitrate_as_no3,casitas,45
6/9/2003,03N23W_Ventura_NYE_01A,244,sulfate,casitas,300
6/9/2003,03N23W_Ventura_NYE_01A,716,tds,casitas,800
7/7/2003,03N23W_Ventura_NYE_01A,0.33,boron,casitas,0.5
7/7/2003,03N23W_Ventura_NYE_01A,42,chloride,casitas,100
7/7/2003,03N23W_Ventura_NYE_01A,1.31022,nitrate_as_n,casitas,10
7/7/2003,03N23W_Ventura_NYE_01A,5.8,nitrate_as_no3,casitas,45
7/7/2003,03N23W_Ventura_NYE_01A,240,sulfate,casitas,300
7/7/2003,03N23W_Ventura_NYE_01A,628,tds,casitas,800
8/4/2003,03N23W_Ventura_NYE_01A,0.45,boron,casitas,0.5
8/4/2003,03N23W_Ventura_NYE_01A,42,chloride,casitas,100
8/4/2003,03N23W_Ventura_NYE_01A,0.9036,nitrate_as_n,casitas,10
8/4/2003,03N23W_Ventura_NYE_01A,4,nitrate_as_no3,casitas,45
8/4/2003,03N23W_Ventura_NYE_01A,238,sulfate,casitas,300
8/4/2003,03N23W_Ventura_NYE_01A,696,tds,casitas,800
9/8/2003,03N23W_Ventura_NYE_01A,0.39,boron,casitas,0.5
9/8/2003,03N23W_Ventura_NYE_01A,34,chloride,casitas,100
9/8/2003,03N23W_Ventura_NYE_01A,0.9036,nitrate_as_n,casitas,10
9/8/2003,03N23W_Ventura_NYE_01A,4,nitrate_as_no3,casitas,45
9/8/2003,03N23W_Ventura_NYE_01A,233,sulfate,casitas,300
9/8/2003,03N23W_Ventura_NYE_01A,808,tds,casitas,800
9/18/2003,03N23W_Ventura_NYE_01A,0.405,boron,casitas,0.5
10/6/2003,03N23W_Ventura_NYE_01A,0.41,boron,casitas,0.5
10/6/2003,03N23W_Ventura_NYE_01A,32,chloride,casitas,100
10/6/2003,03N23W_Ventura_NYE_01A,0.70029,nitrate_as_n,casitas,10
10/6/2003,03N23W_Ventura_NYE_01A,3.1,nitrate_as_no3,casitas,45
10/6/2003,03N23W_Ventura_NYE_01A,235,sulfate,casitas,300
10/6/2003,03N23W_Ventura_NYE_01A,712,tds,casitas,800
11/3/2003,03N23W_Ventura_NYE_01A,0.41,boron,casitas,0.5
11/3/2003,03N23W_Ventura_NYE_01A,34,chloride,casitas,100
11/3/2003,03N23W_Ventura_NYE_01A,0.79065,nitrate_as_n,casitas,10
11/3/2003,03N23W_Ventura_NYE_01A,3.5,nitrate_as_no3,casitas,45
11/3/2003,03N23W_Ventura_NYE_01A,244,sulfate,casitas,300
11/3/2003,03N23W_Ventura_NYE_01A,676,tds,casitas,800
12/1/2003,03N23W_Ventura_NYE_01A,0.47,boron,casitas,0.5
12/1/2003,03N23W_Ventura_NYE_01A,33,chloride,casitas,100
12/1/2003,03N23W_Ventura_NYE_01A,0.79065,nitrate_as_n,casitas,10
12/1/2003,03N23W_Ventura_NYE_01A,3.5,nitrate_as_no3,casitas,45
12/1/2003,03N23W_Ventura_NYE_01A,236,sulfate,casitas,300
12/1/2003,03N23W_Ventura_NYE_01A,676,tds,casitas,800
12/2/2003,03N23W_Ventura_NYE_01A,0.316,boron,casitas,0.5
1/5/2004,03N23W_Ventura_NYE_01A,0.47,boron,casitas,0.5
1/5/2004,03N23W_Ventura_NYE_01A,38,chloride,casitas,100
1/5/2004,03N23W_Ventura_NYE_01A,1.10691,nitrate_as_n,casitas,10
1/5/2004,03N23W_Ventura_NYE_01A,4.9,nitrate_as_no3,casitas,45
1/5/2004,03N23W_Ventura_NYE_01A,243,sulfate,casitas,300
1/5/2004,03N23W_Ventura_NYE_01A,712,tds,casitas,800
2/2/2004,03N23W_Ventura_NYE_01A,0.37,boron,casitas,0.5
2/2/2004,03N23W_Ventura_NYE_01A,48,chloride,casitas,100
2/2/2004,03N23W_Ventura_NYE_01A,0.99396,nitrate_as_n,casitas,10
2/2/2004,03N23W_Ventura_NYE_01A,4.4,nitrate_as_no3,casitas,45
2/2/2004,03N23W_Ventura_NYE_01A,285,sulfate,casitas,300
2/2/2004,03N23W_Ventura_NYE_01A,692,tds,casitas,800
3/1/2004,03N23W_Ventura_NYE_01A,0.36,boron,casitas,0.5
3/1/2004,03N23W_Ventura_NYE_01A,48,chloride,casitas,100
3/1/2004,03N23W_Ventura_NYE_01A,1.40058,nitrate_as_n,casitas,10
3/1/2004,03N23W_Ventura_NYE_01A,6.2,nitrate_as_no3,casitas,45
3/1/2004,03N23W_Ventura_NYE_01A,277,sulfate,casitas,300
3/1/2004,03N23W_Ventura_NYE_01A,624,tds,casitas,800
4/5/2004,03N23W_Ventura_NYE_01A,0.76,boron,casitas,0.5
4/5/2004,03N23W_Ventura_NYE_01A,50,chloride,casitas,100
4/5/2004,03N23W_Ventura_NYE_01A,1.40058,nitrate_as_n,casitas,10
4/5/2004,03N23W_Ventura_NYE_01A,6.2,nitrate_as_no3,casitas,45
4/5/2004,03N23W_Ventura_NYE_01A,248,sulfate,casitas,300
4/5/2004,03N23W_Ventura_NYE_01A,748,tds,casitas,800
5/3/2004,03N23W_Ventura_NYE_01A,0.33,boron,casitas,0.5
5/3/2004,03N23W_Ventura_NYE_01A,48,chloride,casitas,100
5/3/2004,03N23W_Ventura_NYE_01A,1.31022,nitrate_as_n,casitas,10
5/3/2004,03N23W_Ventura_NYE_01A,5.8,nitrate_as_no3,casitas,45
5/3/2004,03N23W_Ventura_NYE_01A,252,sulfate,casitas,300
5/3/2004,03N23W_Ventura_NYE_01A,772,tds,casitas,800
6/7/2004,03N23W_Ventura_NYE_01A,0.44,boron,casitas,0.5
6/7/2004,03N23W_Ventura_NYE_01A,45,chloride,casitas,100
6/7/2004,03N23W_Ventura_NYE_01A,1.19727,nitrate_as_n,casitas,10
6/7/2004,03N23W_Ventura_NYE_01A,5.3,nitrate_as_no3,casitas,45
6/7/2004,03N23W_Ventura_NYE_01A,235,sulfate,casitas,300
6/7/2004,03N23W_Ventura_NYE_01A,724,tds,casitas,800
7/12/2004,03N23W_Ventura_NYE_01A,0.46,boron,casitas,0.5
7/12/2004,03N23W_Ventura_NYE_01A,43,chloride,casitas,100
7/12/2004,03N23W_Ventura_NYE_01A,0.99396,nitrate_as_n,casitas,10
7/12/2004,03N23W_Ventura_NYE_01A,4.4,nitrate_as_no3,casitas,45
7/12/2004,03N23W_Ventura_NYE_01A,236,sulfate,casitas,300
7/12/2004,03N23W_Ventura_NYE_01A,692,tds,casitas,800
8/9/2004,03N23W_Ventura_NYE_01A,0.42,boron,casitas,0.5
8/9/2004,03N23W_Ventura_NYE_01A,43,chloride,casitas,100
8/9/2004,03N23W_Ventura_NYE_01A,0.9036,nitrate_as_n,casitas,10
8/9/2004,03N23W_Ventura_NYE_01A,4,nitrate_as_no3,casitas,45
8/9/2004,03N23W_Ventura_NYE_01A,238,sulfate,casitas,300
8/9/2004,03N23W_Ventura_NYE_01A,688,tds,casitas,800
9/13/2004,03N23W_Ventura_NYE_01A,0.42,boron,casitas,0.5
9/13/2004,03N23W_Ventura_NYE_01A,42,chloride,casitas,100
9/13/2004,03N23W_Ventura_NYE_01A,1.10691,nitrate_as_n,casitas,10
9/13/2004,03N23W_Ventura_NYE_01A,4.9,nitrate_as_no3,casitas,45
9/13/2004,03N23W_Ventura_NYE_01A,233,sulfate,casitas,300
9/13/2004,03N23W_Ventura_NYE_01A,672,tds,casitas,800
10/4/2004,03N23W_Ventura_NYE_01A,0.5,boron,casitas,0.5
10/4/2004,03N23W_Ventura_NYE_01A,44,chloride,casitas,100
10/4/2004,03N23W_Ventura_NYE_01A,1.19727,nitrate_as_n,casitas,10
10/4/2004,03N23W_Ventura_NYE_01A,5.3,nitrate_as_no3,casitas,45
10/4/2004,03N23W_Ventura_NYE_01A,235,sulfate,casitas,300
10/4/2004,03N23W_Ventura_NYE_01A,688,tds,casitas,800
11/1/2004,03N23W_Ventura_NYE_01A,0.42,boron,casitas,0.5
11/1/2004,03N23W_Ventura_NYE_01A,50,chloride,casitas,100
11/1/2004,03N23W_Ventura_NYE_01A,1.49094,nitrate_as_n,casitas,10
11/1/2004,03N23W_Ventura_NYE_01A,6.6,nitrate_as_no3,casitas,45
11/1/2004,03N23W_Ventura_NYE_01A,278,sulfate,casitas,300
11/1/2004,03N23W_Ventura_NYE_01A,676,tds,casitas,800
12/6/2004,03N23W_Ventura_NYE_01A,0.54,boron,casitas,0.5
12/6/2004,03N23W_Ventura_NYE_01A,49,chloride,casitas,100
12/6/2004,03N23W_Ventura_NYE_01A,1.19727,nitrate_as_n,casitas,10
12/6/2004,03N23W_Ventura_NYE_01A,5.3,nitrate_as_no3,casitas,45
12/6/2004,03N23W_Ventura_NYE_01A,232,sulfate,casitas,300
12/6/2004,03N23W_Ventura_NYE_01A,696,tds,casitas,800
1/3/2005,03N23W_Ventura_NYE_01A,0.38,boron,casitas,0.5
1/3/2005,03N23W_Ventura_NYE_01A,37,chloride,casitas,100
1/3/2005,03N23W_Ventura_NYE_01A,1.69425,nitrate_as_n,casitas,10
1/3/2005,03N23W_Ventura_NYE_01A,7.5,nitrate_as_no3,casitas,45
1/3/2005,03N23W_Ventura_NYE_01A,190,sulfate,casitas,300
1/3/2005,03N23W_Ventura_NYE_01A,568,tds,casitas,800
11/4/1996,03N23W_Ventura_NYE_05,0.62,boron,casitas,0.5
11/4/1996,03N23W_Ventura_NYE_05,61,chloride,casitas,100
11/4/1996,03N23W_Ventura_NYE_05,3.00447,nitrate_as_n,casitas,10
11/4/1996,03N23W_Ventura_NYE_05,13.3,nitrate_as_no3,casitas,45
11/4/1996,03N23W_Ventura_NYE_05,614,sulfate,casitas,300
11/4/1996,03N23W_Ventura_NYE_05,1244,tds,casitas,800
7/28/1983,03N23W05A01S,0.3,boron,casitas,0.5
7/28/1983,03N23W05A01S,28,chloride,casitas,100
7/28/1983,03N23W05A01S,2.62044,nitrate_as_n,casitas,10
7/28/1983,03N23W05A01S,11.6,nitrate_as_no3,casitas,45
7/28/1983,03N23W05A01S,239,sulfate,casitas,300
7/28/1983,03N23W05A01S,619,tds,casitas,800
7/10/1984,03N23W05A01S,0.3,boron,casitas,0.5
7/10/1984,03N23W05A01S,36,chloride,casitas,100
7/10/1984,03N23W05A01S,0.31626,nitrate_as_n,casitas,10
7/10/1984,03N23W05A01S,1.4,nitrate_as_no3,casitas,45
7/10/1984,03N23W05A01S,277,sulfate,casitas,300
7/10/1984,03N23W05A01S,688,tds,casitas,800
11/21/1984,03N23W05A01S,0.5,boron,casitas,0.5
11/21/1984,03N23W05A01S,46,chloride,casitas,100
11/21/1984,03N23W05A01S,1.28763,nitrate_as_n,casitas,10
11/21/1984,03N23W05A01S,5.7,nitrate_as_no3,casitas,45
11/21/1984,03N23W05A01S,234,sulfate,casitas,300
11/21/1984,03N23W05A01S,712,tds,casitas,800
11/15/1985,03N23W05A01S,0.4,boron,casitas,0.5
11/15/1985,03N23W05A01S,51,chloride,casitas,100
11/15/1985,03N23W05A01S,1.62648,nitrate_as_n,casitas,10
11/15/1985,03N23W05A01S,7.2,nitrate_as_no3,casitas,45
11/15/1985,03N23W05A01S,195,sulfate,casitas,300
11/15/1985,03N23W05A01S,648,tds,casitas,800
12/19/1985,03N23W05A01S,0.4,boron,casitas,0.5
12/19/1985,03N23W05A01S,53,chloride,casitas,100
12/19/1985,03N23W05A01S,1.44576,nitrate_as_n,casitas,10
12/19/1985,03N23W05A01S,6.4,nitrate_as_no3,casitas,45
12/19/1985,03N23W05A01S,237,sulfate,casitas,300
12/19/1985,03N23W05A01S,694,tds,casitas,800
4/10/1986,03N23W05A01S,0.3,boron,casitas,0.5
4/10/1986,03N23W05A01S,42,chloride,casitas,100
4/10/1986,03N23W05A01S,2.84634,nitrate_as_n,casitas,10
4/10/1986,03N23W05A01S,12.6,nitrate_as_no3,casitas,45
4/10/1986,03N23W05A01S,219,sulfate,casitas,300
4/10/1986,03N23W05A01S,660,tds,casitas,800
12/8/1986,03N23W05A01S,40,chloride,casitas,100
12/8/1986,03N23W05A01S,1.78461,nitrate_as_n,casitas,10
12/8/1986,03N23W05A01S,7.9,nitrate_as_no3,casitas,45
12/8/1986,03N23W05A01S,230,sulfate,casitas,300
12/8/1986,03N23W05A01S,650,tds,casitas,800
5/6/1987,03N23W05A01S,0.5,boron,casitas,0.5
5/6/1987,03N23W05A01S,44,chloride,casitas,100
5/6/1987,03N23W05A01S,1.53612,nitrate_as_n,casitas,10
5/6/1987,03N23W05A01S,6.8,nitrate_as_no3,casitas,45
5/6/1987,03N23W05A01S,242,sulfate,casitas,300
5/6/1987,03N23W05A01S,684,tds,casitas,800
9/1/1972,03N23W05B01S,0.5,boron,casitas,0.5
9/1/1972,03N23W05B01S,54,chloride,casitas,100
9/1/1972,03N23W05B01S,1.8072,nitrate_as_n,casitas,10
9/1/1972,03N23W05B01S,8,nitrate_as_no3,casitas,45
9/1/1972,03N23W05B01S,278,sulfate,casitas,300
9/1/1972,03N23W05B01S,812,tds,casitas,800
5/1/1975,03N23W05B01S,0.3,boron,casitas,0.5
5/1/1975,03N23W05B01S,42,chloride,casitas,100
5/1/1975,03N23W05B01S,2.4849,nitrate_as_n,casitas,10
5/1/1975,03N23W05B01S,11,nitrate_as_no3,casitas,45
5/1/1975,03N23W05B01S,251,sulfate,casitas,300
5/1/1975,03N23W05B01S,648,tds,casitas,800
6/9/1976,03N23W05B01S,0.9036,nitrate_as_n,casitas,10
6/9/1976,03N23W05B01S,4,nitrate_as_no3,casitas,45
6/21/1977,03N23W05B01S,778,tds,casitas,800
6/14/1978,03N23W05B01S,0.3,boron,casitas,0.5
6/14/1978,03N23W05B01S,21,chloride,casitas,100
6/14/1978,03N23W05B01S,3.25296,nitrate_as_n,casitas,10
6/14/1978,03N23W05B01S,14.4,nitrate_as_no3,casitas,45
6/14/1978,03N23W05B01S,256,sulfate,casitas,300
6/14/1978,03N23W05B01S,646,tds,casitas,800
8/8/1979,03N23W05B01S,2.7108,nitrate_as_n,casitas,10
8/8/1979,03N23W05B01S,12,nitrate_as_no3,casitas,45
8/8/1979,03N23W05B01S,688,tds,casitas,800
6/17/1980,03N23W05B01S,3.1626,nitrate_as_n,casitas,10
6/17/1980,03N23W05B01S,14,nitrate_as_no3,casitas,45
6/17/1980,03N23W05B01S,628,tds,casitas,800
6/30/1981,03N23W05B01S,443,tds,casitas,800
6/8/1982,03N23W05B01S,0.2259,nitrate_as_n,casitas,10
6/8/1982,03N23W05B01S,1,nitrate_as_no3,casitas,45
6/8/1982,03N23W05B01S,365,tds,casitas,800
9/9/1991,03N23W05B01S,40,chloride,casitas,100
9/9/1991,03N23W05B01S,2.16864,nitrate_as_n,casitas,10
9/9/1991,03N23W05B01S,9.6,nitrate_as_no3,casitas,45
9/9/1991,03N23W05B01S,209.1,sulfate,casitas,300
9/9/1991,03N23W05B01S,581.6,tds,casitas,800
8/18/1999,03N23W05B01S,0,boron,casitas,0.5
8/18/1999,03N23W05B01S,32,chloride,casitas,100
8/18/1999,03N23W05B01S,0.6777,nitrate_as_n,casitas,10
8/18/1999,03N23W05B01S,3,nitrate_as_no3,casitas,45
8/18/1999,03N23W05B01S,216,sulfate,casitas,300
8/18/1999,03N23W05B01S,620,tds,casitas,800
3/8/1967,03N23W05H01S,47,chloride,casitas,100
3/8/1967,03N23W05H01S,283,sulfate,casitas,300
3/25/1975,03N23W05H01S,45,chloride,casitas,100
3/25/1975,03N23W05H01S,317,sulfate,casitas,300
12/8/1986,03N23W05H01S,30,chloride,casitas,100
12/8/1986,03N23W05H01S,197,sulfate,casitas,300
11/30/1989,03N23W05H01S,0.3,boron,casitas,0.5
11/30/1989,03N23W05H01S,39,chloride,casitas,100
11/30/1989,03N23W05H01S,210,sulfate,casitas,300
7/10/1990,03N23W05H01S,0.4,boron,casitas,0.5
7/10/1990,03N23W05H01S,54,chloride,casitas,100
7/10/1990,03N23W05H01S,267,sulfate,casitas,300
10/19/1992,03N23W05H01S,39,chloride,casitas,100
10/19/1992,03N23W05H01S,39,chloride,casitas,100
10/19/1992,03N23W05H01S,2.05569,nitrate_as_n,casitas,10
10/19/1992,03N23W05H01S,9.1,nitrate_as_no3,casitas,45
10/19/1992,03N23W05H01S,257,sulfate,casitas,300
10/19/1992,03N23W05H01S,257,sulfate,casitas,300
10/19/1992,03N23W05H01S,720,tds,casitas,800
3/3/1995,03N23W05H01S,0.3,boron,casitas,0.5
3/3/1995,03N23W05H01S,0.3,boron,casitas,0.5
3/3/1995,03N23W05H01S,16,chloride,casitas,100
3/3/1995,03N23W05H01S,16,chloride,casitas,100
3/3/1995,03N23W05H01S,1.17468,nitrate_as_n,casitas,10
3/3/1995,03N23W05H01S,5.2,nitrate_as_no3,casitas,45
3/3/1995,03N23W05H01S,210,sulfate,casitas,300
3/3/1995,03N23W05H01S,210,sulfate,casitas,300
3/3/1995,03N23W05H01S,570,tds,casitas,800
6/8/1998,03N23W05H01S,0.2,boron,casitas,0.5
6/8/1998,03N23W05H01S,0.2,boron,casitas,0.5
6/8/1998,03N23W05H01S,15,chloride,casitas,100
6/8/1998,03N23W05H01S,15,chloride,casitas,100
6/8/1998,03N23W05H01S,1.17468,nitrate_as_n,casitas,10
6/8/1998,03N23W05H01S,5.2,nitrate_as_no3,casitas,45
6/8/1998,03N23W05H01S,230,sulfate,casitas,300
6/8/1998,03N23W05H01S,230,sulfate,casitas,300
6/8/1998,03N23W05H01S,560,tds,casitas,800
2/22/2000,03N23W05H01S,0.99396,nitrate_as_n,casitas,10
2/22/2000,03N23W05H01S,4.4,nitrate_as_no3,casitas,45
2/23/2001,03N23W05H01S,1.33281,nitrate_as_n,casitas,10
2/23/2001,03N23W05H01S,5.9,nitrate_as_no3,casitas,45
7/26/2001,03N23W05H01S,0.34,boron,casitas,0.5
7/26/2001,03N23W05H01S,31,chloride,casitas,100
7/26/2001,03N23W05H01S,1.1295,nitrate_as_n,casitas,10
7/26/2001,03N23W05H01S,5,nitrate_as_no3,casitas,45
7/26/2001,03N23W05H01S,226,sulfate,casitas,300
7/26/2001,03N23W05H01S,610,tds,casitas,800
2/12/2002,03N23W05H01S,2.01051,nitrate_as_n,casitas,10
2/12/2002,03N23W05H01S,8.9,nitrate_as_no3,casitas,45
2/18/2003,03N23W05H01S,1.44576,nitrate_as_n,casitas,10
2/18/2003,03N23W05H01S,6.4,nitrate_as_no3,casitas,45
5/6/2003,03N23W05H01S,0.36,boron,casitas,0.5
5/6/2003,03N23W05H01S,0.36,boron,casitas,0.5
11/6/2003,03N23W05H01S,0.4,boron,casitas,0.5
11/6/2003,03N23W05H01S,0.4,boron,casitas,0.5
9/27/2004,03N23W05H01S,0.4,boron,casitas,0.5
9/27/2004,03N23W05H01S,0.4,boron,casitas,0.5
9/27/2004,03N23W05H01S,39,chloride,casitas,100
9/27/2004,03N23W05H01S,39,chloride,casitas,100
9/27/2004,03N23W05H01S,0.72288,nitrate_as_n,casitas,10
9/27/2004,03N23W05H01S,3.2,nitrate_as_no3,casitas,45
9/27/2004,03N23W05H01S,210,sulfate,casitas,300
9/27/2004,03N23W05H01S,210,sulfate,casitas,300
9/27/2004,03N23W05H01S,640,tds,casitas,800
3/28/2005,03N23W05H01S,0.18072,nitrate_as_n,casitas,10
3/28/2005,03N23W05H01S,0.8,nitrate_as_no3,casitas,45
2/10/2006,03N23W05H01S,0.97137,nitrate_as_n,casitas,10
2/10/2006,03N23W05H01S,4.3,nitrate_as_no3,casitas,45
7/12/2007,03N23W05H01S,0.26,boron,casitas,0.5
7/12/2007,03N23W05H01S,0.26,boron,casitas,0.5
7/12/2007,03N23W05H01S,39,chloride,casitas,100
7/12/2007,03N23W05H01S,39,chloride,casitas,100
7/12/2007,03N23W05H01S,0.97137,nitrate_as_n,casitas,10
7/12/2007,03N23W05H01S,4.3,nitrate_as_no3,casitas,45
7/12/2007,03N23W05H01S,236,sulfate,casitas,300
7/12/2007,03N23W05H01S,236,sulfate,casitas,300
7/12/2007,03N23W05H01S,680,tds,casitas,800
7/11/2008,03N23W05H01S,0.54216,nitrate_as_n,casitas,10
7/11/2008,03N23W05H01S,2.4,nitrate_as_no3,casitas,45
7/6/2010,03N23W05H01S,0.4,boron,casitas,0.5
7/6/2010,03N23W05H01S,0.4,boron,casitas,0.5
7/6/2010,03N23W05H01S,37,chloride,casitas,100
7/6/2010,03N23W05H01S,37,chloride,casitas,100
7/6/2010,03N23W05H01S,0.38403,nitrate_as_n,casitas,10
7/6/2010,03N23W05H01S,1.7,nitrate_as_no3,casitas,45
7/6/2010,03N23W05H01S,236,sulfate,casitas,300
7/6/2010,03N23W05H01S,236,sulfate,casitas,300
7/6/2010,03N23W05H01S,630,tds,casitas,800
7/12/2011,03N23W05H01S,0.83583,nitrate_as_n,casitas,10
7/12/2011,03N23W05H01S,3.7,nitrate_as_no3,casitas,45
7/3/2012,03N23W05H01S,1.03914,nitrate_as_n,casitas,10
7/3/2012,03N23W05H01S,4.6,nitrate_as_no3,casitas,45
7/9/2013,03N23W05H01S,0.5,boron,casitas,0.5
7/9/2013,03N23W05H01S,0.5,boron,casitas,0.5
7/9/2013,03N23W05H01S,53,chloride,casitas,100
7/9/2013,03N23W05H01S,53,chloride,casitas,100
7/9/2013,03N23W05H01S,0.83583,nitrate_as_n,casitas,10
7/9/2013,03N23W05H01S,3.7,nitrate_as_no3,casitas,45
7/9/2013,03N23W05H01S,247,sulfate,casitas,300
7/9/2013,03N23W05H01S,247,sulfate,casitas,300
7/9/2013,03N23W05H01S,700,tds,casitas,800
7/7/2015,03N23W05H01S,1,nitrate_as_n,casitas,10
7/7/2015,03N23W05H01S,0.94878,nitrate_as_n,casitas,10
7/7/2015,03N23W05H01S,4.2,nitrate_as_no3,casitas,45
7/7/2015,03N23W05H01S,4.4268,nitrate_as_no3,casitas,45
8/16/2016,03N23W05H01S,0.5,boron,casitas,0.5
8/16/2016,03N23W05H01S,0.5,boron,casitas,0.5
8/16/2016,03N23W05H01S,73,chloride,casitas,100
8/16/2016,03N23W05H01S,73,chloride,casitas,100
8/16/2016,03N23W05H01S,1.2,nitrate_as_n,casitas,10
8/16/2016,03N23W05H01S,5.31216,nitrate_as_no3,casitas,45
8/16/2016,03N23W05H01S,251,sulfate,casitas,300
8/16/2016,03N23W05H01S,251,sulfate,casitas,300
8/16/2016,03N23W05H01S,770,tds,casitas,800
6/12/2018,03N23W05H01S,1.3,nitrate_as_n,casitas,10
6/12/2018,03N23W05H01S,5.75484,nitrate_as_no3,casitas,45
5/17/2019,03N23W05H01S,0.6,boron,casitas,0.5
5/17/2019,03N23W05H01S,38,chloride,casitas,100
5/17/2019,03N23W05H01S,2.7,nitrate_as_n,casitas,10
5/17/2019,03N23W05H01S,11.95236,nitrate_as_no3,casitas,45
5/17/2019,03N23W05H01S,299,sulfate,casitas,300
5/17/2019,03N23W05H01S,740,tds,casitas,800
7/10/1984,03N23W05K01S,32,chloride,casitas,100
7/10/1984,03N23W05K01S,0.27108,nitrate_as_n,casitas,10
7/10/1984,03N23W05K01S,1.2,nitrate_as_no3,casitas,45
7/10/1984,03N23W05K01S,264,sulfate,casitas,300
7/10/1984,03N23W05K01S,715,tds,casitas,800
8/20/1985,03N23W05K01S,0.4,boron,casitas,0.5
